Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,404,1273,26,26,0,0,1677,2599,0,0,343,904,428,0,840,0,0
Node1,69,196,634,883,1105,2083,265,505,1105,1922,452,1118,24,0,184,0,0
Node2,557,1690,196,270,536,1263,2247,2432,536,1244,96,250,3264,0,332,0,0
Node3,125,507,691,798,1612,1837,632,833,1612,1814,359,564,1168,0,248,0,0
Node4,242,620,232,350,799,1088,862,1178,799,1078,308,506,532,0,356,0,0
Node5,29,58,334,454,681,1018,87,177,681,974,376,596,124,0,32,0,0
Node6,90,1158,95,138,379,604,1248,1464,379,601,65,177,1380,0,296,0,0
Node7,84,778,349,401,1173,1422,862,1126,1173,1390,228,265,936,0,176,0,0
Node8,0,0,117,168,1068,1335,0,0,1068,1326,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
