Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,649,1517,51,51,0,0,2166,3935,0,0,541,1237,1236,0,1140,0,0
Node1,159,411,643,1110,1567,3172,570,998,1567,2893,544,1553,324,0,240,0,0
Node2,365,1741,431,545,677,1768,2106,2470,677,1744,206,498,4284,0,224,0,0
Node3,107,398,792,963,1838,2298,505,733,1838,2237,414,701,1652,0,268,0,0
Node4,50,99,186,299,665,1077,149,321,665,1031,401,722,172,0,32,0,0
Node5,103,524,123,212,405,774,627,852,405,729,251,499,592,0,300,0,0
Node6,52,428,211,268,685,1058,480,722,685,1031,204,466,580,0,192,0,0
Node7,74,732,255,338,533,896,806,1357,533,884,169,214,1224,0,280,0,0
Node8,0,0,113,203,977,1547,0,0,977,1516,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
