File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
/home/pathey/Workspace/665/665-copy-project-7/Results/phase1_daisy_500m_mcs_adaptive_2Mbps_0.5increment_threshold/Flow_Node0-Node8.csv,1,82,45,0.5487804878048781,0.04278428888888889,347,170,4.0,1.0,1.0,0,0,0,19,0,0,0,Flow_Node0-Node8
Mean,,82.0,45.0,0.5487804878048781,0.04278428888888889,347.0,170.0,4.0,1.0,1.0,0.0,,,,,,,
Median,,82.0,45.0,0.5487804878048781,0.04278428888888889,347.0,170.0,4.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
