Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,65,32131,32,32,0,0,32196,48142,0,0,168,189,15447,0,37,0,0
Node1,72,194,257,497,41368,61890,266,546,41368,61765,79,115,16732,0,36,0,0
Node2,27,82,95,201,192,355,109,196,192,300,93,151,0,0,25,0,0
Node3,52,363,59,82,142,240,415,723,142,229,41,70,1,0,102,0,0
Node4,99,311,151,229,323,549,410,736,323,504,1,3,95,0,63,0,0
Node5,35,118,92,155,268,495,153,239,268,473,23,64,60,0,18,0,0
Node6,23,330,87,106,124,219,353,598,124,207,0,0,32,0,79,0,0
Node7,8,112,38,65,353,604,120,146,353,584,24,60,24,0,16,0,0
Node8,0,0,16,24,138,198,0,0,138,191,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
