Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.8-2001.8,122,31,0.2540983606557377,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2001.8-2002.8,122,29,0.23770491803278687,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2002.8-2003.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2003.8-2004.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2004.8-2005.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2005.8-2006.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2006.8-2007.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2007.8-2008.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2008.8-2009.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
2009.8-2010.8,122,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs_adaptive_2Mbps_1.1inc_1.3dec/Flow_Node0-Node8.csv
