Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,158,876,17,17,0,0,1034,1454,0,0,1168,1804,0,0,81,0,0
Node1,166,625,745,1073,1185,1964,791,1295,1185,1822,1061,1787,0,0,57,0,0
Node2,81,545,480,855,1063,1939,626,1039,1063,1789,1056,1785,0,0,6,0,0
Node3,57,462,418,753,1056,1919,519,826,1056,1785,1060,1781,0,0,12,0,0
Node4,62,469,379,619,1076,1902,531,848,1076,1811,1043,1777,0,0,12,0,0
Node5,33,69,429,679,1073,1887,102,169,1073,1826,1021,1775,0,0,6,0,0
Node6,3,41,40,48,1076,1866,44,70,1076,1863,1016,1773,0,0,6,0,0
Node7,1,30,32,40,1047,1820,31,46,1047,1819,1009,1769,6,0,6,0,0
Node8,0,0,8,16,1032,1799,0,0,1032,1799,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
