Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,44,1148,4,4,0,0,1192,1335,0,0,1509,1829,0,0,10,0,0
Node1,64,703,1093,1216,1513,1904,767,987,1513,1835,1313,1826,0,0,15,0,0
Node2,51,472,620,781,1318,1929,523,729,1318,1831,1118,1819,20,0,15,0,0
Node3,39,170,409,557,1119,1896,209,325,1119,1820,1058,1816,0,0,15,0,0
Node4,35,190,292,359,1058,1851,225,379,1058,1816,989,1813,0,0,15,0,0
Node5,4,103,105,126,1147,2091,107,224,1147,2078,965,1810,0,0,15,0,0
Node6,5,24,29,47,1048,1989,29,65,1048,1982,960,1807,0,0,15,0,0
Node7,1,14,11,25,976,1841,15,36,976,1838,958,1804,0,0,15,0,0
Node8,0,0,11,30,961,1812,0,0,961,1811,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
