Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,584,1729,11,11,0,0,2313,3809,0,0,528,1290,1104,0,402,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,34,142,407,601,2137,3805,176,374,2137,3722,723,1751,12,0,126,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,82,758,124,172,792,1856,840,1203,792,1851,459,1207,1557,0,136,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,12,133,134,246,1230,2252,145,300,1230,2229,541,1361,21,0,126,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,65,179,620,1496,0,0,620,1484,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
