Experiment,Packets,Total Energy Estimate (J),Mean Packet Energy Estimate (J),Max Packet Energy Estimate (J),Mean Total Tx Power Across Route (W),Mean Tx Duration Estimate (s),Start Time (s),End Time (s)
500m_1Mbps_inc0.7_dec0.75,610,0.008199783546772437,1.344226810946301e-05,0.00014424070191102883,0.012926418368992023,0.0013515380029806262,2000.016462,2011.305497
500m_2Mbps_inc0.7_dec0.75,1158,0.028631031055426335,2.472455186133535e-05,0.00013863413634275832,0.026128397223369654,0.001269869314910766,2000.008266,2010.462594
500m_3Mbps_inc0.7_dec0.75,1638,0.03563438827517791,2.175481579681191e-05,0.0001476549747172523,0.019013381114711878,0.0013982747252747254,2000.005533,2010.3004
500m_1Mbps_inc0.7_dec0.95,610,0.008199783546772437,1.344226810946301e-05,0.00014424070191102883,0.012926418368992023,0.0013515380029806262,2000.016462,2011.305497
500m_2Mbps_inc0.7_dec0.95,1150,0.013750210580134831,1.1956704852291158e-05,9.09029000350714e-05,0.012904589246769104,0.001228593623188406,2000.008266,2011.223203
500m_3Mbps_inc0.7_dec0.95,1831,0.026817409837637703,1.4646318862718571e-05,9.609873247769815e-05,0.015558489113740496,0.0013019079489598336,2000.005533,2011.385039
1000m_1Mbps_inc0.7_dec0.75,611,0.02327869034565759,3.8099329534627805e-05,0.00029841518479178003,0.034907446738559667,0.001226385557704707,2000.016462,2010.385831
1000m_2Mbps_inc0.7_dec0.75,1220,0.029214702431190682,2.3946477402615315e-05,0.00032902368153119797,0.024929281355426682,0.0013027397416790858,2000.008266,2011.387314
1000m_3Mbps_inc0.7_dec0.75,1830,0.033822234557075996,1.8482095386380327e-05,0.0003372576536383677,0.016514575356575054,0.0013092927637026002,2000.005533,2010.836404
