Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,64,377,19,19,0,0,441,705,0,0,18077,18289,0,0,12,0,0
Node1,38,300,313,464,18096,18428,338,607,18096,18314,17967,18283,0,0,7,0,0
Node2,36,177,219,397,17985,18429,213,394,17985,18312,17868,18275,0,0,8,0,0
Node3,616,1103,126,168,17874,18336,1719,2508,17874,18282,41,70,18171,0,35,0,0
Node4,307,695,488,665,1045,1515,1002,1559,1045,1440,1,3,670,0,43,0,0
Node5,96,367,370,480,673,1032,463,611,673,978,23,64,385,0,18,0,0
Node6,25,572,219,253,432,580,597,875,432,553,0,0,209,0,77,0,0
Node7,13,360,121,159,635,909,373,422,635,859,25,53,138,0,24,0,0
Node8,0,0,36,49,454,535,0,0,454,520,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
