Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,166,32128,47,47,0,0,32294,38039,0,0,72,95,20795,0,125,0,0
Node1,118,318,189,353,46454,54431,436,862,46454,54271,53,83,20309,0,78,0,0
Node2,81,313,153,245,281,534,394,788,281,460,41,80,70,0,56,0,0
Node3,84,295,111,185,317,630,379,674,317,548,17,51,90,0,59,0,0
Node4,129,322,117,181,213,409,451,852,213,373,0,0,89,0,72,0,0
Node5,77,338,107,155,289,541,415,769,289,501,0,0,68,0,74,0,0
Node6,20,145,47,75,345,640,165,249,345,567,24,72,27,0,29,0,0
Node7,19,385,64,73,152,263,404,645,152,249,0,0,80,0,35,0,0
Node8,0,0,21,38,428,672,0,0,428,654,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
