Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,7,15,0,0,0,0,22,22,0,0,1213,1219,0,0,1,0,0
Node1,2,21,16,16,1213,1219,23,37,1213,1219,1208,1216,0,0,3,0,0
Node2,8,21,22,38,1208,1216,29,43,1208,1216,1199,1213,0,0,3,0,0
Node3,8,15,22,38,1199,1213,23,37,1199,1213,1190,1210,0,0,3,0,0
Node4,3,9,17,33,1190,1210,12,29,1190,1210,1183,1207,0,0,3,0,0
Node5,0,8,9,25,1184,1212,8,24,1184,1210,1177,1204,0,0,3,0,0
Node6,0,8,9,25,1178,1207,8,24,1178,1207,1171,1201,0,0,3,0,0
Node7,0,7,8,24,1172,1204,7,21,1172,1204,1165,1198,0,0,3,0,0
Node8,0,0,8,24,1165,1198,0,0,1165,1198,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
