Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.9-2001.9,183,258,1.4098360655737705,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2001.9-2002.9,183,153,0.8360655737704918,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2002.9-2003.9,183,145,0.7923497267759563,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2003.9-2004.9,183,166,0.907103825136612,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2004.9-2005.9,183,171,0.9344262295081968,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2005.9-2006.9,183,160,0.8743169398907104,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2006.9-2007.9,183,155,0.8469945355191257,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2007.9-2008.9,183,166,0.907103825136612,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2008.9-2009.9,183,107,0.5846994535519126,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2009.9-2010.9,20,157,7.85,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
2010.9-2011.9,0,122,122.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_1200m_mcs1_3Mbps/Flow_Node0-Node8.csv
