Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,543,1990,29,29,0,0,2533,3290,0,0,260,654,702,0,406,0,0
Node1,57,272,1018,1236,1566,2397,329,561,1566,2287,536,1119,12,0,86,0,0
Node2,605,1834,309,405,601,1290,2439,2560,601,1213,65,138,1910,0,110,0,0
Node3,31,164,973,1025,1552,1675,195,305,1552,1664,452,583,310,0,60,0,0
Node4,189,826,294,335,534,726,1015,1154,534,707,112,195,768,0,58,0,0
Node5,62,329,370,414,901,1045,391,487,901,1035,276,368,272,0,66,0,0
Node6,61,634,198,235,542,681,695,820,542,677,176,260,242,0,148,0,0
Node7,5,317,132,166,835,1018,322,360,835,1003,193,287,236,0,22,0,0
Node8,0,0,75,115,535,633,0,0,535,632,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
