Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,1233,178,0,0,0,0,1411,1411,0,0,1801,1801,0,0,30,0,0
Node1,866,76,172,172,1801,1801,942,942,1801,1801,1791,1791,0,0,10,0,0
Node2,591,23,71,71,1791,1791,614,614,1791,1791,1721,1721,70,0,0,0,0
Node3,713,12,4,4,1727,1727,725,725,1727,1727,1443,1443,278,0,0,0,0
Node4,442,2,2,2,1445,1445,444,444,1445,1445,1109,1109,333,0,1,0,0
Node5,704,9,0,0,1109,1109,713,713,1109,1109,867,867,242,0,0,0,0
Node6,12,8,1,1,867,867,20,20,867,867,712,712,155,0,0,0,0
Node7,9,0,0,0,712,712,9,9,712,712,665,665,47,0,0,0,0
Node8,0,0,0,0,665,665,0,0,665,665,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
