Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000005463450_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.005463,2000.005533,0.015964,8,0,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297",0.007664,1.664145,1.664145,11,11
2000010932556_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.010933,2000.010983,0.017137,8,2,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297,0.008460853654311672,0.008173897708827777,0.008460853654311672,0.008456078278937651",0.008026,1.664145,1.836194,11,11
2000016399921_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.0164,2000.01655,0.021673,8,3,2343.0,"0.0108521532000108,0.0108521532000108,0.0108521532000108,0.0108521532000108,0.008386136065226577,0.008386136065226577,0.008049641763145852,0.00806090437155176",0.009536,1.747939,1.750384,11,11
2000021863064_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.021863,2000.022474,0.026631,8,2,2343.0,"0.011362297103093279,0.011693919534966402,0.009228207950695799,0.008549277940398847,0.007663753805745297,0.008173897708827777,0.007924031307317992,0.008042523070565948",0.00908,1.664145,1.746393,11,11
2000027331159_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.027331,2000.028179,0.029496,8,0,2343.0,"0.008513913243411372,0.007663753805745297,0.008502160912332546,0.007663753805745297,0.008231958672819275,0.00822962897253723,0.008610781323703534,0.008175219135929777",0.008199,1.664145,1.775207,11,11
2000032798193_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.032798,2000.032948,0.031806,8,1,2343.0,"0.007663753805745297,0.011152690406311918,0.011064391556409597,0.009150856534108295,0.00841065958094148,0.008386136065226577,0.008271429453618258,0.008564735471771959",0.009083,1.664145,1.859789,11,11
2000038259217_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.038259,2000.038609,0.034406,8,2,2343.0,"0.008535987955886953,0.008500989498990945,0.00912894681462493,0.011246150977228952,0.011812071123165955,0.008401871809111665,0.007943497848839423,0.007663753805745297",0.009154,1.664145,1.664145,11,11
2000043722152_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.043722,2000.043792,0.035824,8,4,2343.0,"0.011220563340276556,0.0108521532000108,0.011087577782371039,0.011104968297768187,0.008212052130209785,0.008044516531067858,0.007663753805745297,0.008795659762617198",0.009623,1.664145,1.909933,11,11
2000049182837_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.049183,2000.054935,0.041356,8,0,2343.0,"0.011223928882101549,0.011088547022140006,0.011152690406311918,0.00924741621815329,0.011498571593244486,0.008197479748427643,0.008406577347114494,0.008670551097929023",0.009936,1.780041,1.882766,11,11
2000054645333_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.054645,2000.060701,0.042027,8,3,2343.0,"0.008236937353182682,0.008018020405108132,0.01115923704618883,0.011992804049878946,0.011323067109660447,0.008401320521584415,0.007663753805745297,0.008669340350671965",0.009433,1.110585,1.882503,11,11
