Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,282,612,1,1,0,0,894,990,0,0,458,518,0,0,552,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,272,759,344,384,726,797,1031,1327,726,786,272,439,24,0,888,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,485,1550,343,450,567,744,2035,2120,567,736,62,172,1410,0,738,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,238,1264,330,370,1357,1469,1502,1552,1357,1469,41,118,1842,0,408,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,311,367,1270,1347,0,0,1270,1347,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
