Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,346,1855,20,20,0,0,2201,2982,0,0,91,179,420,0,1304,0,0
Node1,77,205,669,851,1529,2188,282,448,1529,2080,302,541,20,0,152,0,0
Node2,131,1446,223,295,369,651,1577,1777,369,627,117,248,892,0,248,0,0
Node3,250,885,264,322,1455,1689,1135,1461,1455,1676,78,221,908,0,332,0,0
Node4,8,94,289,400,826,1113,102,183,826,1082,211,404,36,0,72,0,0
Node5,198,767,74,125,249,465,965,1131,249,452,87,192,692,0,188,0,0
Node6,1,45,491,621,514,642,46,98,514,627,206,321,84,0,20,0,0
Node7,51,1104,115,142,209,324,1155,1448,209,324,26,65,568,0,456,0,0
Node8,0,0,123,185,1215,1516,0,0,1215,1505,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
