Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000005463450_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.005463,2000.005533,0.007887,4,0,2343.0,"0.007663753805745297,0.007663753805745297,0.007663753805745297,0.007663753805745297",0.007664,2.396369,2.396369,11,11
2000010932556_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.010933,2000.010983,0.008393,4,1,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000016399921_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.0164,2000.01665,0.015955,4,3,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000021867998_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.021868,2000.022965,0.012357,4,0,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005876,1.664145,1.664145,11,11
2000027335581_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.027336,2000.027406,0.013162,4,5,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005875592815494218",0.00546,1.664145,1.837231,11,11
2000032797766_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.032798,2000.038533,0.017442,4,0,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.006105886170961665",0.006072,1.664145,1.909241,11,11
2000038263481_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.038263,2000.040663,0.018863,4,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000043726852_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.043727,2000.046603,0.017339,4,3,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000049193163_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.049193,2000.055459,0.030791,4,4,2343.0,"0.007862321239483541,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005957,1.664145,1.664145,11,11
2000054654512_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.054655,2000.057369,0.035131,4,4,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.005875592815494218",0.006014,1.664145,1.837231,11,11
2000060119696_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.06012,2000.065739,0.031716,4,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000065588854_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.065589,2000.067869,0.03407,4,0,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.005875592815494218",0.00546,1.664145,1.837231,11,11
2000071056260_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.071056,2000.07227,0.042277,4,5,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000076518279_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.076518,2000.076808,0.041356,4,3,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000081982770_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.081983,2000.084191,0.044058,4,4,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000087445347_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.087445,2000.093953,0.040566,4,5,2343.0,"0.007766510855474949,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005933,1.664145,1.664145,11,11
2000092906794_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.092907,2000.099943,0.046071,4,3,2343.0,"0.007766510855474949,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005933,1.664145,1.664145,11,11
2000098370465_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.09837,2000.101813,0.050525,4,1,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000103837684_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.103838,2000.103888,0.051989,4,1,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000109306751_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.109307,2000.109417,0.052443,4,1,2343.0,"0.0053220512539897905,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005322,1.664145,1.664145,11,11
2000114768877_Node0_Node8_Zero,"[0, 2, 4, 6, 8]",2000.114769,2000.114999,0.049071,4,6,2343.0,"0.007536217500007501,0.0053220512539897905,0.0053220512539897905,0.0053220512539897905",0.005876,1.664145,1.664145,11,11
