Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,68,358,19,19,0,0,426,682,0,0,18082,18288,0,0,13,0,0
Node1,35,276,292,433,18101,18424,311,523,18101,18313,17980,18282,0,0,7,0,0
Node2,45,195,210,350,17992,18390,240,469,17992,18302,17885,18274,0,0,8,0,0
Node3,416,1017,131,180,17889,18349,1433,2873,17889,18279,41,70,18171,0,33,0,0
Node4,283,694,352,590,991,1963,977,1618,991,1855,1,3,662,0,43,0,0
Node5,101,293,428,541,552,967,394,564,552,884,23,64,308,0,18,0,0
Node6,26,537,197,224,340,527,563,856,340,492,0,0,211,0,77,0,0
Node7,10,316,143,181,574,875,326,377,574,823,25,53,130,0,23,0,0
Node8,0,0,35,48,399,488,0,0,399,472,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
