Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.0-2001.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2001.0-2002.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2002.0-2003.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2003.0-2004.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2004.0-2005.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2005.0-2006.0,183,184,1.005464480874317,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2006.0-2007.0,183,182,0.994535519125683,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2007.0-2008.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2008.0-2009.0,183,183,1.0,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
2009.0-2010.0,182,183,1.0054945054945055,Flow_Node0-Node8,/home/peter/Workspace/665/665-copy-project-7/Results/phase1_daisy_200m_mcs0/Flow_Node0-Node8.csv
