Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,437,2041,2,2,0,0,2478,2564,0,0,70,150,1011,0,345,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,31,167,379,407,2081,2198,198,312,2081,2185,345,507,48,0,99,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,54,765,138,146,464,678,819,919,464,676,191,352,408,0,144,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,18,184,76,130,1019,1222,202,314,1019,1217,199,411,144,0,132,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,35,78,378,663,0,0,378,653,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
