Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,257,808,33,33,0,0,1065,1654,0,0,17797,18274,0,0,27,0,0
Node1,565,1242,636,909,17830,18554,1807,2779,17830,18319,916,1462,16749,0,66,0,0
Node2,745,1448,496,697,1696,2620,2193,3419,1696,2440,415,690,1309,0,23,0,0
Node3,369,1146,688,761,1709,2781,1515,2539,1709,2695,41,70,1404,0,33,0,0
Node4,235,824,763,994,1048,1691,1059,1584,1048,1551,1,3,674,0,44,0,0
Node5,58,494,460,595,768,1105,552,677,768,1031,23,64,385,0,19,0,0
Node6,21,681,249,285,610,761,702,977,610,737,0,0,267,0,78,0,0
Node7,14,477,134,174,807,1083,491,539,807,1040,25,53,204,0,24,0,0
Node8,0,0,29,39,633,714,0,0,633,703,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
