Experiment,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP)
1000m_2Mbps_mcs0,1.0,1221.0,1221.0,1.0,0.0162049819819819,27.0,9768.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000m_2Mbps_mcs1,1.0,1220.0,1204.0,0.9868852459016394,0.0299728862126245,314.0,9692.0,8.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
1000m_2Mbps_mcs_adaptive_base_threshold,1.0,1220.0,609.0,0.4991803278688524,2.6450334039408867,8793.0,7038.0,8.0,1.0,1.0,0.0,1127.0,0.0,555.0,0.0,0.0,0.0
1000m_2Mbps_0.5inc_dec0.85,1.0,1221.0,115.0,0.0941850941850941,2.3602868521739127,10787.0,228.0,8.0,1.0,1.0,0.0,2190.0,0.0,722.0,0.0,0.0,0.0
1000m_2Mbps_0.9inc_dec0.85,1.0,1221.0,77.0,0.063063063063063,1.7339231168831168,8557.0,228.0,8.0,1.0,1.0,0.0,1766.0,0.0,510.0,0.0,0.0,0.0
1000m_2Mbps_0.7inc_dec0.75,1.0,1220.0,117.0,0.0959016393442623,2.0478013076923083,10594.0,228.0,8.0,1.0,1.0,0.0,2238.0,0.0,731.0,0.0,0.0,0.0
1000m_2Mbps_0.7inc_dec0.95,1.0,1221.0,77.0,0.063063063063063,1.7339231168831168,8507.0,228.0,8.0,1.0,1.0,0.0,1853.0,0.0,510.0,0.0,0.0,0.0
