Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.5-2001.5,61,24,0.39344262295081966,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2001.5-2002.5,61,26,0.4262295081967213,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2002.5-2003.5,61,19,0.3114754098360656,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2003.5-2004.5,61,21,0.3442622950819672,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2004.5-2005.5,61,23,0.3770491803278688,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2005.5-2006.5,61,22,0.36065573770491804,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2006.5-2007.5,61,10,0.16393442622950818,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2007.5-2008.5,61,28,0.45901639344262296,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2008.5-2009.5,61,27,0.4426229508196721,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2009.5-2010.5,28,9,0.32142857142857145,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2010.5-2011.5,0,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2011.5-2012.5,0,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
2012.5-2013.5,0,7,7.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.9increment_threshold/Flow_Node0-Node8.csv
