Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,18,39,0,0,0,0,57,57,0,0,12192,12200,0,0,1,0,0
Node1,11,41,40,40,12192,12200,52,75,12192,12200,12185,12197,0,0,3,0,0
Node2,3,18,40,63,12185,12202,21,37,12185,12197,12180,12194,0,0,3,0,0
Node3,1,9,17,34,12181,12197,10,24,12181,12195,12177,12191,0,0,3,0,0
Node4,7,52,12,28,12177,12191,59,88,12177,12191,12159,12187,0,0,4,0,0
Node5,0,8,52,74,12161,12195,8,22,12161,12190,12154,12184,0,0,3,0,0
Node6,0,19,9,25,12155,12185,19,48,12155,12185,12149,12181,0,0,3,0,0
Node7,14,995,30,46,12152,12186,1009,1274,12152,12186,0,0,12166,0,15,0,0
Node8,0,0,14,36,1280,1603,0,0,1280,1600,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
