Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,466,1696,32,32,0,0,2162,2993,0,0,282,708,1136,0,916,0,0
Node1,45,193,778,1000,1471,2421,238,378,1471,2330,522,1056,64,0,160,0,0
Node2,511,1214,230,296,582,1172,1725,2270,582,1149,140,373,2432,0,404,0,0
Node3,30,137,646,815,1106,1669,167,309,1106,1576,416,742,368,0,116,0,0
Node4,291,914,310,383,473,842,1205,1624,473,831,117,287,1492,0,388,0,0
Node5,30,217,362,464,967,1340,247,390,967,1281,251,474,560,0,92,0,0
Node6,70,781,178,234,421,672,851,907,421,668,128,217,1180,0,120,0,0
Node7,3,126,251,291,923,1036,129,170,923,1034,300,408,224,0,72,0,0
Node8,0,0,41,83,403,518,0,0,403,511,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
