Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,9,49,0,0,0,0,58,61,0,0,12196,12200,0,0,1,0,0
Node1,16,39,50,51,12196,12200,55,64,12196,12200,12184,12198,0,0,2,0,0
Node2,6,32,39,47,12184,12199,38,45,12184,12198,12174,12195,0,0,3,0,0
Node3,9,23,32,40,12174,12197,32,44,12174,12195,12163,12193,0,0,2,0,0
Node4,8,23,22,33,12163,12195,31,44,12163,12193,12155,12190,0,0,3,0,0
Node5,9,12,29,42,12155,12190,21,35,12155,12190,12150,12188,0,0,2,0,0
Node6,0,10,11,19,12155,12197,10,19,12155,12197,12146,12186,0,0,2,0,0
Node7,0,7,8,16,12149,12191,7,14,12149,12191,12143,12184,0,0,2,0,0
Node8,0,0,8,16,12143,12184,0,0,12143,12184,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
