Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,48,195,1,1,0,0,243,338,0,0,24265,24397,0,0,4,0,0
Node1,30,155,181,244,24266,24434,185,320,24266,24398,24152,24389,0,0,8,0,0
Node2,39,151,116,201,24163,24461,190,359,24163,24408,23999,24385,0,0,6,0,0
Node3,477,766,131,215,24001,24431,1243,1605,24001,24388,17,51,24301,0,33,0,0
Node4,120,427,307,376,976,1205,547,815,976,1179,0,0,631,0,72,0,0
Node5,46,290,299,381,500,681,336,524,500,647,5,12,302,0,54,0,0
Node6,37,294,129,158,322,463,331,528,322,438,0,0,98,0,65,0,0
Node7,17,226,45,66,358,536,243,367,358,516,8,18,58,0,45,0,0
Node8,0,0,12,22,284,412,0,0,284,401,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
