Experiment,Packets,Total Energy Estimate (J),Mean Packet Energy Estimate (J),Max Packet Energy Estimate (J),Mean Total Tx Power Across Route (W),Mean Tx Duration Estimate (s),Start Time (s),End Time (s)
1200m_mcs0_1Mbps,610,0.06377789468538868,0.00010455392571375194,0.00010551947502791402,0.06135793762544129,0.0017040000000000002,2000.016462,2010.000331
1200m_mcs0_2Mbps,1220,0.1433403442221114,0.00011749208542796016,0.00014100244808278278,0.06895075435913155,0.0017040000000000002,2000.008266,2010.000174
1200m_mcs0_3Mbps,1831,0.1502376972444247,8.20522650160703e-05,0.00014658014251578888,0.04815273768548725,0.0017040000000000004,2000.005533,2010.525439
1200m_mcs1_1Mbps,610,0.06294425009232171,0.00010318729523331428,0.0001222681364945161,0.12111234675926148,0.0008519815201192252,2000.016462,2010.00039
1200m_mcs1_2Mbps,1220,0.12987199597095,0.00010645245571389345,0.0001436088135328561,0.12495268060126959,0.0008519353204172878,2000.008266,2010.00025
1200m_mcs1_3Mbps,1830,0.2118893492153349,0.00011578652962586606,0.00015396786213850907,0.1366464977169627,0.0008473615499254843,2000.005533,2010.007059
1200m_mcs_adaptive_1Mbps,610,0.10476020536902195,0.00017173804158856056,0.00018811517392041018,0.3023567063548495,0.0005679876800794833,2000.016462,2010.000348
1200m_mcs_adaptive_2Mbps,1220,0.21196117046707902,0.0001737386643172779,0.00022299529389047232,0.3055336786715322,0.0005693474416294088,2000.008266,2010.00038
1200m_mcs_adaptive_3Mbps,1831,0.385510039353931,0.00021054617113813818,0.0003456384808715802,0.3446284376974993,0.0006102680767257502,2000.005533,2010.006733
