Experiment,Packets,Total Energy Estimate (J),Mean Packet Energy Estimate (J),Max Packet Energy Estimate (J),Mean Total Tx Power Across Route (W),Mean Tx Duration Estimate (s),Start Time (s),End Time (s)
1000m_mcs0_1Mbps,610,0.04431858581546615,7.265341936961664e-05,0.00010447229187991988,0.04263698319813183,0.0017040000000000002,2000.016462,2010.000404
1000m_mcs0_2Mbps,1221,0.09939905047641963,8.140790374809142e-05,0.00010447229187991988,0.047774591401462105,0.001704,2000.008266,2010.008443
1000m_mcs0_3Mbps,1830,0.09821374303358066,5.366871204020801e-05,0.00010486285769404242,0.031495723028291074,0.0017040000000000004,2000.005533,2010.13153
1000m_mcs1_1Mbps,611,0.043882822484376915,7.182131339505223e-05,8.883740850959033e-05,0.08429771209351779,0.0008519815503645292,2000.016462,2010.016692
1000m_mcs1_2Mbps,1220,0.09019720972801538,7.393213912132409e-05,0.00010269589245772811,0.08677797682633343,0.0008519630402384503,2000.008266,2010.000394
1000m_mcs1_3Mbps,1831,0.15010473014618908,8.197964508257187e-05,0.0001031057212157136,0.09675856786281108,0.0008472717342733727,2000.005533,2010.032669
1000m_mcs_adaptive_1Mbps,610,0.14002797270894124,0.00022955405362121514,0.0007609697455377084,0.12891273567535858,0.0016484749130650771,2000.016462,2010.001216
1000m_mcs_adaptive_2Mbps,1220,0.18422480275696748,0.00015100393668603893,0.0008502241397311038,0.07886645142197866,0.001538261400894188,2000.008266,2010.909889
1000m_mcs_adaptive_3Mbps,1831,0.021465627292795816,1.1723444725721364e-05,0.00014873638536473094,0.009478856703485259,0.001536415868129686,2000.005533,2010.495835
