Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,503,1731,31,31,0,0,2234,2937,0,0,324,775,964,0,816,0,0
Node1,118,462,719,926,1562,2349,580,988,1562,2267,443,999,380,0,316,0,0
Node2,541,1423,247,412,674,1354,1964,2410,674,1297,175,346,2576,0,284,0,0
Node3,54,158,816,971,1221,1632,212,376,1221,1543,474,721,420,0,88,0,0
Node4,77,1265,282,346,518,791,1342,1480,518,778,123,287,1632,0,144,0,0
Node5,161,856,383,414,1309,1493,1017,1488,1309,1492,141,199,1552,0,204,0,0
Node6,7,94,198,248,938,1394,101,192,938,1348,249,399,100,0,88,0,0
Node7,34,501,52,92,315,506,535,578,315,497,116,224,724,0,36,0,0
Node8,0,0,122,162,663,780,0,0,663,774,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
