Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,187,3012,7,7,0,0,3199,3318,0,0,278,535,3206,0,595,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,223,435,187,210,3523,3793,658,745,3523,3780,138,401,5068,0,287,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,146,389,140,172,441,711,535,591,441,704,116,348,686,0,378,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,92,556,104,106,420,654,648,652,420,654,83,247,889,0,399,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,104,110,671,835,0,0,671,835,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
