Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,461,32919,27,27,0,0,33380,48738,0,0,63,72,14600,0,61,0,0
Node1,366,974,223,380,41886,60927,1340,2226,41886,60822,51,68,17344,0,34,0,0
Node2,47,210,292,393,983,1643,257,457,983,1502,39,65,473,0,37,0,0
Node3,47,204,81,139,228,405,251,378,228,348,33,62,79,0,39,0,0
Node4,94,414,125,171,203,306,508,730,203,291,1,3,48,0,84,0,0
Node5,44,194,132,163,336,530,238,307,336,518,19,57,27,0,37,0,0
Node6,34,419,71,87,193,262,453,675,193,259,0,0,26,0,82,0,0
Node7,19,180,74,95,396,613,199,260,396,595,20,54,8,0,33,0,0
Node8,0,0,11,19,217,306,0,0,217,304,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
