Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,619,1576,2,2,0,0,2195,3007,0,0,320,734,1170,0,288,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,30,92,500,653,1585,2346,122,262,1585,2240,554,1066,30,0,96,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,57,1876,163,249,599,1133,1933,2140,599,1127,240,555,1260,0,321,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,19,92,242,328,2332,2789,111,181,2332,2779,598,999,33,0,66,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,23,56,678,1117,0,0,678,1107,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
