Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,81,32621,17,17,0,0,32702,42348,0,0,764,999,19342,0,30,0,0
Node1,145,340,357,539,45793,59621,485,957,45793,59478,249,415,21442,0,69,0,0
Node2,86,280,105,199,466,875,366,766,466,777,137,325,144,0,70,0,0
Node3,258,446,141,234,337,744,704,1366,337,686,17,51,301,0,63,0,0
Node4,127,515,265,424,347,691,642,871,347,618,0,0,266,0,60,0,0
Node5,67,192,327,397,411,535,259,438,411,500,5,12,132,0,42,0,0
Node6,25,283,84,104,204,342,308,485,204,319,0,0,57,0,58,0,0
Node7,15,189,54,75,299,466,204,308,299,447,8,18,33,0,37,0,0
Node8,0,0,22,33,216,323,0,0,216,306,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
