Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,375,1694,20,20,0,0,2069,2858,0,0,136,200,357,0,882,0,0
Node1,40,150,434,592,1660,2257,190,291,1660,2154,348,560,3,0,77,0,0
Node2,166,728,131,180,408,647,894,1271,408,632,221,414,33,0,462,0,0
Node3,33,144,274,425,779,1113,177,255,779,1076,293,523,0,0,84,0,0
Node4,91,665,105,147,366,599,756,1023,366,598,203,402,105,0,298,0,0
Node5,53,125,255,388,689,1025,178,310,689,984,246,482,0,0,91,0,0
Node6,28,407,79,144,309,579,435,550,309,560,201,425,6,0,208,0,0
Node7,81,1277,112,190,510,748,1358,1707,510,745,73,209,411,0,402,0,0
Node8,0,0,216,359,1330,1699,0,0,1330,1663,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
