Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,486,28803,55,55,0,0,29289,44131,0,0,41,47,10024,0,69,0,0
Node1,411,710,521,912,33724,50532,1121,2057,33724,50281,36,44,10705,0,23,0,0
Node2,204,564,270,378,670,1237,768,1228,670,1082,32,41,456,0,39,0,0
Node3,107,552,260,365,535,865,659,940,535,738,29,37,305,0,41,0,0
Node4,78,478,266,340,497,719,556,745,497,649,20,33,202,0,42,0,0
Node5,46,472,246,312,413,546,518,644,413,511,12,27,147,0,42,0,0
Node6,20,480,74,91,559,694,500,628,559,673,10,24,119,0,44,0,0
Node7,19,565,59,76,550,686,584,774,550,674,0,0,98,0,65,0,0
Node8,0,0,25,46,662,857,0,0,662,844,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
