File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_500m_mcs_adaptive_1Mbps/Flow_Node0-Node8.csv,1,610,326,0.5344262295081967,3.172109503067484,6598,1492,5.0,1.0,1.0,0,793,0,414,0,0,0,Flow_Node0-Node8
Mean,,610.0,326.0,0.5344262295081967,3.172109503067484,6598.0,1492.0,5.0,1.0,1.0,0.0,,,,,,,
Median,,610.0,326.0,0.5344262295081967,3.172109503067484,6598.0,1492.0,5.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
