Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,8,50,0,0,0,0,58,63,0,0,1213,1219,0,0,3,0,0
Node1,14,42,50,55,1213,1220,56,65,1213,1219,1199,1217,0,0,6,0,0
Node2,6,28,43,53,1199,1217,34,45,1199,1217,1191,1214,0,0,9,0,0
Node3,4,24,29,38,1191,1215,28,38,1191,1214,1180,1212,0,0,6,0,0
Node4,5,30,24,34,1180,1215,35,50,1180,1212,1171,1209,0,0,9,0,0
Node5,4,7,29,43,1173,1213,11,19,1173,1212,1168,1207,0,0,6,0,0
Node6,0,7,8,16,1168,1207,7,14,1168,1207,1164,1205,0,0,6,0,0
Node7,0,8,9,17,1164,1205,8,15,1164,1205,1162,1203,0,0,6,0,0
Node8,0,0,8,16,1163,1204,0,0,1163,1204,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
