Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,326,1738,21,21,0,0,2064,2481,0,0,107,238,726,0,390,0,0
Node1,45,246,520,605,1584,1977,291,529,1584,1897,249,554,6,0,111,0,0
Node2,342,1160,203,283,311,678,1502,1801,311,633,102,269,534,0,273,0,0
Node3,76,261,554,647,902,1222,337,492,902,1177,253,467,63,0,156,0,0
Node4,266,1327,231,336,346,573,1593,1777,346,568,50,141,792,0,258,0,0
Node5,117,363,534,604,1048,1219,480,738,1048,1205,147,307,183,0,192,0,0
Node6,45,359,202,278,402,672,404,483,402,637,131,295,180,0,60,0,0
Node7,58,1205,123,163,444,620,1263,1734,444,619,50,68,546,0,354,0,0
Node8,0,0,162,217,1314,1814,0,0,1314,1802,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
