Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,307,1872,20,20,0,0,2179,2877,0,0,96,194,588,0,1076,0,0
Node1,61,215,629,807,1584,2166,276,426,1584,2079,278,531,8,0,168,0,0
Node2,92,1210,237,319,351,645,1302,1644,351,626,91,221,968,0,348,0,0
Node3,235,703,346,443,1107,1497,938,1217,1107,1445,128,291,488,0,308,0,0
Node4,17,171,352,433,595,900,188,288,595,881,212,414,36,0,112,0,0
Node5,297,1291,114,168,296,525,1588,1696,296,514,51,93,1016,0,348,0,0
Node6,8,108,715,777,899,995,116,160,899,983,266,332,96,0,72,0,0
Node7,22,1203,206,238,307,379,1225,1526,307,377,25,51,692,0,464,0,0
Node8,0,0,132,221,1325,1595,0,0,1325,1581,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
