Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,1459,8345,156,156,0,0,9804,14699,0,0,11245,18031,0,0,270,0,0
Node1,1279,5591,7005,10812,11401,19666,6870,11522,11401,18195,10242,17946,17,0,86,0,0
Node2,769,4682,4230,7716,10282,19292,5451,8941,10282,17986,10389,17625,321,0,3,0,0
Node3,574,3892,3430,6175,10393,18999,4466,6998,10393,17629,10140,16983,636,0,6,0,0
Node4,468,3202,3055,4909,10348,18285,3670,5669,10348,17353,9667,15871,1158,0,4,0,0
Node5,254,423,2691,4134,10002,17012,677,1059,10002,16416,9158,14855,1123,0,2,0,0
Node6,24,297,297,307,9541,15477,321,486,9541,15454,8743,13790,1126,0,2,0,0
Node7,11,167,179,188,9022,14234,178,244,9022,14225,8327,12810,1014,0,2,0,0
Node8,0,0,8,16,8492,13038,0,0,8492,13035,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
