Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.5-2001.5,61,71,1.1639344262295082,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2001.5-2002.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2002.5-2003.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2003.5-2004.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2004.5-2005.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2005.5-2006.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2006.5-2007.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2007.5-2008.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2008.5-2009.5,61,61,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2009.5-2010.5,30,31,1.0333333333333334,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_1Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
