Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,7218,399,0,0,0,0,7617,7617,0,0,24302,24302,52,0,47,0,0
Node1,602,75,97,97,24302,24302,677,677,24302,24302,21732,21732,2566,0,4,0,0
Node2,216,9,48,48,21732,21732,225,225,21732,21732,4063,4063,17669,0,0,0,0
Node3,301,4,1,1,4069,4069,305,305,4069,4069,717,717,3349,0,2,0,0
Node4,281,8,1,1,717,717,289,289,717,717,538,538,179,0,0,0,0
Node5,487,3,1,1,538,538,490,490,538,538,516,516,22,0,0,0,0
Node6,3,1,0,0,516,516,4,4,516,516,494,494,22,0,0,0,0
Node7,1,0,0,0,494,494,1,1,494,494,493,493,1,0,0,0,0
Node8,0,0,0,0,493,493,0,0,493,493,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
