Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,1125,6468,46,46,0,0,7593,12792,0,0,13409,24154,0,0,246,0,0
Node1,1091,4378,5251,9424,13455,25473,5469,9254,13455,24202,12945,23258,870,0,31,0,0
Node2,632,2587,2941,5600,12955,24574,3219,5031,12955,23268,12205,21743,1513,0,2,0,0
Node3,307,1667,2051,3243,12205,22783,1974,2896,12205,21743,9820,16232,5509,0,2,0,0
Node4,131,944,1370,1888,10362,17618,1075,1499,10362,17149,7485,11202,5510,0,2,0,0
Node5,61,245,797,1068,7953,12063,306,397,7953,11897,5911,7921,3616,0,2,0,0
Node6,5,105,130,138,6183,8289,110,141,6183,8284,4696,5770,2247,0,2,0,0
Node7,0,47,51,59,4811,5919,47,68,4811,5918,3639,4329,1470,0,2,0,0
Node8,0,0,8,16,3681,4385,0,0,3681,4385,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
