File Path,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP),Flow_ID
/home/pathey/Workspace/665/665-copy-project-7/Results/phase3_daisy_1000m_mcs1_4Mbps/Flow_Node0-Node8.csv,1,24400,4331,0.1775,2.629066019856846,32078,114609,8.0,1.0,1.0,0,20735,0,289,0,0,0,Flow_Node0-Node8
Mean,,24400.0,4331.0,0.1775,2.629066019856846,32078.0,114609.0,8.0,1.0,1.0,0.0,,,,,,,
Median,,24400.0,4331.0,0.1775,2.629066019856846,32078.0,114609.0,8.0,1.0,1.0,0.0,,,,,,,
95% CI Lower,,,,,,,,,,,,,,,,,,
95% CI Upper,,,,,,,,,,,,,,,,,,
