Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,691,2191,45,45,0,0,2882,4257,0,0,365,941,2253,0,219,0,0
Node1,45,167,862,1023,2039,3296,212,374,2039,3123,681,1469,123,0,87,0,0
Node2,521,1040,175,222,730,1561,1561,2189,730,1545,260,626,2316,0,276,0,0
Node3,40,170,714,897,1014,1653,210,448,1014,1526,434,876,417,0,111,0,0
Node4,226,846,197,289,501,1006,1072,1286,501,982,82,227,1920,0,84,0,0
Node5,180,488,403,466,908,1191,668,1141,908,1146,184,291,927,0,309,0,0
Node6,72,326,183,300,658,1008,398,650,658,949,190,309,492,0,180,0,0
Node7,63,657,178,228,465,692,720,905,465,676,105,179,612,0,120,0,0
Node8,0,0,176,265,754,929,0,0,754,905,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
