Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2000.0-2001.0,183,96,0.5245901639344263,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2001.0-2002.0,183,97,0.5300546448087432,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2002.0-2003.0,183,93,0.5081967213114754,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2003.0-2004.0,183,118,0.644808743169399,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2004.0-2005.0,183,104,0.5683060109289617,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2005.0-2006.0,183,106,0.5792349726775956,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2006.0-2007.0,183,117,0.639344262295082,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2007.0-2008.0,183,49,0.2677595628415301,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2008.0-2009.0,183,1,0.00546448087431694,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2009.0-2010.0,181,0,0.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2010.0-2011.0,0,1,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
2011.0-2012.0,0,1,1.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs0_3Mbps/Flow_Node0-Node8.csv
