Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,551,1182,44,44,0,0,1733,3375,0,0,530,1433,248,0,546,0,0
Node1,127,304,534,915,1238,2831,431,875,1238,2574,578,1682,36,0,134,0,0
Node2,212,1660,253,313,748,2021,1872,2088,748,1960,210,625,2134,0,118,0,0
Node3,283,552,839,904,1974,2491,835,1352,1974,2455,602,1091,464,0,246,0,0
Node4,40,116,282,414,915,1708,156,323,915,1605,536,1076,232,0,16,0,0
Node5,152,1420,172,218,545,1106,1572,1674,545,1097,47,106,1914,0,28,0,0
Node6,58,532,545,591,1678,1781,590,619,1678,1772,450,521,656,0,74,0,0
Node7,0,94,208,218,915,1014,94,132,915,1011,456,525,234,0,14,0,0
Node8,0,0,32,73,554,626,0,0,554,625,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
