Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2002.5-2003.5,181,46,0.2541436464088398,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2003.5-2004.5,180,34,0.18888888888888888,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2004.5-2005.5,144,5,0.034722222222222224,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2005.5-2006.5,147,9,0.061224489795918366,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2006.5-2007.5,96,15,0.15625,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2007.5-2008.5,174,8,0.04597701149425287,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2008.5-2009.5,168,9,0.05357142857142857,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2009.5-2010.5,97,5,0.05154639175257732,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2010.5-2011.5,0,11,11.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2011.5-2012.5,0,8,8.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
2012.5-2013.5,0,7,7.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1000m_mcs_adaptive_3Mbps_0.95decrement_threshold/Flow_Node0-Node8.csv
