Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,4,7,0,0,0,0,11,11,0,0,608,609,0,0,5,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,0,7,8,8,608,609,7,14,608,609,605,607,0,0,10,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,0,7,8,16,605,607,7,14,605,607,602,605,0,0,10,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,0,7,8,16,602,605,7,14,602,605,599,603,0,0,10,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,8,16,599,603,0,0,599,603,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
