Experiment,Packets,Total Energy Estimate (J),Mean Packet Energy Estimate (J),Max Packet Energy Estimate (J),Mean Total Tx Power Across Route (W),Mean Tx Duration Estimate (s),Start Time (s),End Time (s)
500m_mcs0_1Mbps,611,0.023576095243075326,3.85860805942313e-05,6.529518242494992e-05,0.022644413494267206,0.0017040000000000002,2000.016462,2010.016485
500m_mcs0_2Mbps,1221,0.048235647565984904,3.95050348615765e-05,6.529518242494992e-05,0.02318370590468104,0.001704,2000.008266,2010.008152
500m_mcs0_3Mbps,1829,0.06106087592562435,3.3384841949493906e-05,6.529518242494992e-05,0.019592043397590322,0.0017040000000000002,2000.005533,2009.999905
500m_mcs1_1Mbps,610,0.02337562797909424,3.832070160507252e-05,4.4473520564267635e-05,0.04497734930172832,0.0008520000000000001,2000.016462,2010.000335
500m_mcs1_2Mbps,1221,0.0469175879147963,3.84255429277611e-05,4.5249839398791604e-05,0.04510146533531267,0.0008519815352542625,2000.008266,2010.008221
500m_mcs1_3Mbps,1830,0.0717115305593449,3.9186628720953494e-05,4.9837432629883826e-05,0.04602282806285802,0.0008514702434177845,2000.005533,2010.000204
500m_mcs_adaptive_1Mbps,610,0.06255585601334282,0.00010255058362843085,0.0002579604005342661,0.06694666079465093,0.001486362444113264,2000.016462,2010.000152
500m_mcs_adaptive_2Mbps,1221,0.04924389357506184,4.0330789168764816e-05,0.00029707736377698735,0.03326721395070505,0.0009299858536222172,2000.008266,2010.00831
500m_mcs_adaptive_3Mbps,1830,0.04944771329228631,2.7020608356440607e-05,0.0002567409467009802,0.028558521115149834,0.0007910507037589005,2000.005533,2010.000166
