Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,67,32733,37,37,0,0,32800,50688,0,0,168,189,15240,0,38,0,0
Node1,73,191,240,462,41540,64872,264,542,41540,64714,79,115,17389,0,36,0,0
Node2,24,85,96,203,190,351,109,196,190,297,93,151,0,0,25,0,0
Node3,64,302,58,79,155,261,366,723,155,253,41,70,0,0,103,0,0
Node4,125,391,142,229,266,502,516,966,266,445,1,3,77,0,80,0,0
Node5,78,168,142,249,299,565,246,433,299,514,23,64,55,0,25,0,0
Node6,29,451,109,137,165,299,480,754,165,269,0,0,55,0,75,0,0
Node7,17,203,104,150,414,670,220,325,414,652,24,60,32,0,23,0,0
Node8,0,0,21,33,231,366,0,0,231,352,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
