Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,78,28975,17,17,0,0,29053,49314,0,0,41,47,9509,0,136,0,0
Node1,35,119,198,345,33915,57553,154,277,33915,57483,36,44,11092,0,18,0,0
Node2,29,145,61,97,113,185,174,281,113,165,31,40,1,0,39,0,0
Node3,19,157,64,103,146,214,176,274,146,186,29,37,0,0,39,0,0
Node4,39,153,50,81,149,218,192,285,149,205,20,33,0,0,40,0,0
Node5,34,176,74,105,127,181,210,294,127,171,12,27,0,0,42,0,0
Node6,16,187,30,47,185,261,203,294,185,248,10,24,0,0,42,0,0
Node7,17,270,32,49,185,270,287,441,185,260,0,0,0,0,63,0,0
Node8,0,0,18,39,292,438,0,0,292,426,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
