Experiment,Run No,Packets Generated,Packets Received,PDR,Avg Delay,#Retransmissions,#Forwards,Avg Route Length,%Route Uptime,%HQ Route Uptime,Route Switches,Packet Drop (Expiry),Packet Drop (Queue Management),Packet Drop (Retry),Packet Drop (Overflow),Packet Drop (No Route),Packet Reinserted (TCP)
500m_1Mbps_adaptive_base,1.0,610.0,413.0,0.6770491803278689,2.6694422300242127,5989.0,1247.0,4.0,1.0,1.0,0.0,546.0,0.0,431.0,0.0,0.0,0.0
500m_2Mbps_adaptive_base,1.0,1220.0,386.0,0.3163934426229508,2.1418702383419688,5306.0,1531.0,4.0,1.0,1.0,0.0,1407.0,0.0,237.0,0.0,0.0,0.0
500m_3Mbps_adaptive_base,1.0,1831.0,689.0,0.3762971054068815,1.9164377460087083,6631.0,4185.0,4.0,1.0,1.0,0.0,1856.0,0.0,355.0,0.0,0.0,0.0
1000m_1Mbps_adaptive_base,1.0,610.0,276.0,0.4524590163934426,2.6439166195652177,9268.0,2182.0,8.0,1.0,1.0,0.0,722.0,0.0,821.0,0.0,0.0,0.0
1000m_2Mbps_adaptive_base,1.0,1220.0,190.0,0.1557377049180328,2.806549589473684,7287.0,2695.0,8.0,1.0,1.0,0.0,1641.0,0.0,338.0,0.0,0.0,0.0
1000m_3Mbps_adaptive_base,1.0,1831.0,14.0,0.0076460950300382,0.5884991428571429,4944.0,307.0,8.0,1.0,1.0,0.0,2974.0,0.0,114.0,0.0,0.0,0.0
1200m_1Mbps_adaptive_base,1.0,610.0,589.0,0.9655737704918032,0.0078543361629881,173.0,4795.0,8.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
1200m_2Mbps_adaptive_base,1.0,1220.0,1198.0,0.981967213114754,0.0146868288814691,237.0,9668.0,8.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1200m_3Mbps_adaptive_base,1.0,1831.0,1804.0,0.9852539595849262,0.0644830853658536,4080.0,14524.0,8.0,1.0,1.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0
500m_1Mbps_inc0.5_dec0.85,1.0,610.0,448.0,0.7344262295081967,1.2468944732142857,4109.0,1420.0,4.0,1.0,1.0,0.0,537.0,0.0,240.0,0.0,0.0,0.0
500m_2Mbps_inc0.5_dec0.85,1.0,1220.0,900.0,0.7377049180327869,2.2129002833333336,7738.0,2749.0,4.0,1.0,1.0,0.0,1307.0,0.0,384.0,0.0,0.0,0.0
500m_3Mbps_inc0.5_dec0.85,1.0,1830.0,1059.0,0.578688524590164,2.291363829084041,7713.0,3904.0,4.0,1.0,1.0,0.0,1899.0,0.0,482.0,0.0,0.0,0.0
500m_1Mbps_inc0.9_dec0.85,1.0,611.0,525.0,0.8592471358428805,0.789698019047619,4897.0,1609.0,4.0,1.0,1.0,0.0,166.0,0.0,532.0,0.0,0.0,0.0
500m_2Mbps_inc0.9_dec0.85,1.0,1221.0,854.0,0.6994266994266994,0.8228255105386417,6085.0,3252.0,4.0,1.0,1.0,0.0,686.0,0.0,443.0,0.0,0.0,0.0
500m_3Mbps_inc0.9_dec0.85,1.0,1830.0,1379.0,0.753551912568306,1.045914645395214,5686.0,5609.0,4.0,1.0,1.0,0.0,898.0,0.0,258.0,0.0,0.0,0.0
1000m_1Mbps_inc0.5_dec0.85,1.0,611.0,325.0,0.5319148936170213,2.7011645107692304,10591.0,2118.0,8.0,1.0,1.0,0.0,1189.0,0.0,688.0,0.0,0.0,0.0
1000m_2Mbps_inc0.5_dec0.85,1.0,1220.0,382.0,0.3131147540983606,1.9899882146596852,9537.0,3604.0,8.0,1.0,1.0,0.0,2226.0,0.0,478.0,0.0,0.0,0.0
1000m_3Mbps_inc0.5_dec0.85,1.0,1831.0,74.0,0.040415073730202,0.7706001891891892,7274.0,577.0,8.0,1.0,1.0,0.0,2909.0,0.0,196.0,0.0,0.0,0.0
1000m_1Mbps_inc0.9_dec0.85,1.0,611.0,442.0,0.723404255319149,2.244580377828054,8265.0,3215.0,8.0,1.0,1.0,0.0,305.0,0.0,819.0,0.0,0.0,0.0
1000m_2Mbps_inc0.9_dec0.85,1.0,1221.0,547.0,0.447993447993448,1.818084429616088,7416.0,4822.0,8.0,1.0,1.0,0.0,1492.0,0.0,372.0,0.0,0.0,0.0
1000m_3Mbps_inc0.9_dec0.85,1.0,1830.0,250.0,0.1366120218579235,2.434789204,9085.0,3059.0,8.0,1.0,1.0,0.0,2609.0,0.0,411.0,0.0,0.0,0.0
1200m_1Mbps_inc0.5_dec0.85,1.0,610.0,213.0,0.3491803278688524,2.221280591549296,8306.0,1478.0,8.0,1.0,1.0,0.0,876.0,0.0,737.0,0.0,0.0,0.0
1200m_2Mbps_inc0.5_dec0.85,1.0,1221.0,471.0,0.3857493857493858,2.2488381528662416,10761.0,3869.0,8.0,1.0,1.0,0.0,1984.0,0.0,613.0,0.0,0.0,0.0
1200m_3Mbps_inc0.5_dec0.85,1.0,1830.0,556.0,0.3038251366120219,2.5571014208633094,10438.0,7059.0,8.0,1.0,1.0,0.0,2959.0,0.0,588.0,0.0,0.0,0.0
1200m_1Mbps_inc0.9_dec0.85,1.0,610.0,304.0,0.4983606557377049,2.3311834013157893,9528.0,2171.0,8.0,1.0,1.0,0.0,905.0,0.0,693.0,0.0,0.0,0.0
1200m_2Mbps_inc0.9_dec0.85,1.0,1220.0,370.0,0.3032786885245901,2.285495989189189,6941.0,3571.0,8.0,1.0,1.0,0.0,1599.0,0.0,270.0,0.0,0.0,0.0
1200m_3Mbps_inc0.9_dec0.85,1.0,1831.0,514.0,0.2807209175314036,2.661058920233463,11388.0,5890.0,8.0,1.0,1.0,0.0,2516.0,0.0,669.0,0.0,0.0,0.0
500m_1Mbps_inc0.7_dec0.75,1.0,611.0,417.0,0.6824877250409165,1.8709994700239807,5275.0,1322.0,4.0,1.0,1.0,0.0,676.0,0.0,304.0,0.0,0.0,0.0
500m_2Mbps_inc0.7_dec0.75,1.0,1220.0,1015.0,0.8319672131147541,1.547243142857143,5590.0,3354.0,4.0,1.0,1.0,0.0,831.0,0.0,257.0,0.0,0.0,0.0
500m_3Mbps_inc0.7_dec0.75,1.0,1831.0,1201.0,0.6559257236482796,1.8300799933388845,7630.0,4336.0,4.0,1.0,1.0,0.0,1757.0,0.0,313.0,0.0,0.0,0.0
500m_1Mbps_inc0.7_dec0.95,1.0,611.0,549.0,0.8985270049099836,1.99637302003643,4422.0,1699.0,4.0,1.0,1.0,0.0,278.0,0.0,370.0,0.0,0.0,0.0
500m_2Mbps_inc0.7_dec0.95,1.0,1221.0,791.0,0.6478296478296478,1.6439106713021492,6256.0,2599.0,4.0,1.0,1.0,0.0,1141.0,0.0,321.0,0.0,0.0,0.0
500m_3Mbps_inc0.7_dec0.95,1.0,1830.0,1355.0,0.7404371584699454,1.7557319874538748,6523.0,4707.0,4.0,1.0,1.0,0.0,1640.0,0.0,232.0,0.0,0.0,0.0
1000m_1Mbps_inc0.7_dec0.75,1.0,610.0,345.0,0.5655737704918032,2.9478235420289858,10035.0,2339.0,8.0,1.0,1.0,0.0,1010.0,0.0,598.0,0.0,0.0,0.0
1000m_2Mbps_inc0.7_dec0.75,1.0,1221.0,424.0,0.3472563472563472,2.1391269103773585,9041.0,4265.0,8.0,1.0,1.0,0.0,1864.0,0.0,567.0,0.0,0.0,0.0
1000m_3Mbps_inc0.7_dec0.75,1.0,1831.0,169.0,0.0922992900054615,2.2505120946745563,7955.0,3410.0,8.0,1.0,1.0,0.0,2949.0,0.0,267.0,0.0,0.0,0.0
1000m_1Mbps_inc0.7_dec0.95,1.0,611.0,377.0,0.6170212765957447,2.2860572625994697,8100.0,2708.0,8.0,1.0,1.0,0.0,715.0,0.0,652.0,0.0,0.0,0.0
1000m_2Mbps_inc0.7_dec0.95,1.0,1220.0,383.0,0.3139344262295082,1.8613534073107048,10449.0,3950.0,8.0,1.0,1.0,0.0,2087.0,0.0,494.0,0.0,0.0,0.0
1000m_3Mbps_inc0.7_dec0.95,1.0,1830.0,212.0,0.1158469945355191,2.3864814764150943,6349.0,3289.0,8.0,1.0,1.0,0.0,2704.0,0.0,172.0,0.0,0.0,0.0
1200m_1Mbps_inc0.7_dec0.75,1.0,610.0,315.0,0.5163934426229508,2.47007732063492,9834.0,2127.0,8.0,1.0,1.0,0.0,973.0,0.0,724.0,0.0,0.0,0.0
1200m_2Mbps_inc0.7_dec0.75,1.0,1220.0,61.0,0.05,1.748928180327869,5769.0,810.0,8.0,1.0,1.0,0.0,1961.0,0.0,149.0,0.0,0.0,0.0
1200m_3Mbps_inc0.7_dec0.75,1.0,1830.0,367.0,0.2005464480874317,2.6094119673024525,11250.0,4918.0,8.0,1.0,1.0,0.0,3020.0,0.0,462.0,0.0,0.0,0.0
1200m_1Mbps_inc0.7_dec0.95,1.0,610.0,325.0,0.5327868852459017,2.224655166153846,8749.0,2232.0,8.0,1.0,1.0,0.0,1011.0,0.0,597.0,0.0,0.0,0.0
1200m_2Mbps_inc0.7_dec0.95,1.0,1221.0,478.0,0.3914823914823915,2.9432747677824267,10314.0,4380.0,8.0,1.0,1.0,0.0,1964.0,0.0,616.0,0.0,0.0,0.0
1200m_3Mbps_inc0.7_dec0.95,1.0,1830.0,377.0,0.2060109289617486,2.6798903819628648,8413.0,3845.0,8.0,1.0,1.0,0.0,3069.0,0.0,269.0,0.0,0.0,0.0
