Time_Window,Generated_Packets,Received_Packets,Instantaneous_PDR,Flow_ID,File_Path
2001.1-2002.1,183,61,0.3333333333333333,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2002.1-2003.1,177,28,0.15819209039548024,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2003.1-2004.1,182,25,0.13736263736263737,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2004.1-2005.1,172,15,0.0872093023255814,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2005.1-2006.1,180,7,0.03888888888888889,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2006.1-2007.1,160,5,0.03125,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2007.1-2008.1,182,8,0.04395604395604396,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2008.1-2009.1,179,11,0.061452513966480445,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2009.1-2010.1,155,5,0.03225806451612903,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2010.1-2011.1,0,9,9.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2011.1-2012.1,0,11,11.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
2012.1-2013.1,0,11,11.0,Flow_Node0-Node8,/home/pathey/Workspace/665/665-copy-project-7/Results/phase2_crossflow_1200m_mcs_adaptive_3Mbps_0.75decrement_threshold/Flow_Node0-Node8.csv
