Experiment,Packets,Total Energy Estimate (J),Mean Packet Energy Estimate (J),Max Packet Energy Estimate (J),Mean Total Tx Power Across Route (W),Mean Tx Duration Estimate (s),Start Time (s),End Time (s)
mcs_adaptive_2Mbps_0.9inc_1.1dec,12201,1.3515736318578275,0.00011077564395195702,0.0003362547859026466,0.18698727209211616,0.0005916069025638734,2000.008266,2100.008278
mcs_adaptive_3Mbps_0.9inc_1.3dec,16087,0.22588923507828093,1.404172531101392e-05,0.00044056564717745336,0.014543333287676208,0.0010690644356161855,2000.005533,2100.091315
mcs_adaptive_4Mbps_0.9inc_1.5dec,22025,0.2823989679339646,1.2821746557728243e-05,0.00048293720381541123,0.010844462906596821,0.001288149524300898,2000.004167,2102.345125
mcs_adaptive_2Mbps_0.9inc_1.1dec,12201,1.3515736318578275,0.00011077564395195702,0.0003362547859026466,0.18698727209211616,0.0005916069025638734,2000.008266,2100.008278
mcs_adaptive_3Mbps_0.9inc_1.3dec,16087,0.22588923507828093,1.404172531101392e-05,0.00044056564717745336,0.014543333287676208,0.0010690644356161855,2000.005533,2100.091315
mcs_adaptive_4Mbps_0.9inc_1.5dec,22025,0.2823989679339646,1.2821746557728243e-05,0.00048293720381541123,0.010844462906596821,0.001288149524300898,2000.004167,2102.345125
mcs_adaptive_2Mbps_1.1inc_1.1dec,10907,0.13633431555697442,1.2499708036763034e-05,0.000282530075220425,0.01268008054268386,0.001089880721582748,2000.008266,2102.069957
mcs_adaptive_3Mbps_1.1inc_1.3dec,16774,0.17950974808464876,1.0701666155040465e-05,0.00026354055402839986,0.010839804059334945,0.0010828917588909244,2000.005533,2101.489865
mcs_adaptive_4Mbps_1.1inc_1.5dec,21159,0.21539459746903872,1.0179809890308555e-05,0.00030312287976679865,0.009223559529218241,0.0012530306209693706,2000.004167,2100.927574
